id,category_id,slug,name,image,small_description,quantity,description,original_price,selling_price,status,trending,tag,meta_title,meta_keywords,meta_description
259,8,product-259,Product 259,product_259.jpg,Small desc for product 259,17,Long description for product 259,754.57,849.96,1,1,Sale,Meta Title Product 259,"keyword259, product",Meta description for product 259
260,10,product-260,Product 260,product_260.jpg,Small desc for product 260,97,Long description for product 260,334.67,703.55,0,0,New,Meta Title Product 260,"keyword260, product",Meta description for product 260
261,2,product-261,Product 261,product_261.jpg,Small desc for product 261,40,Long description for product 261,885.54,186.87,1,1,Sale,Meta Title Product 261,"keyword261, product",Meta description for product 261
262,7,product-262,Product 262,product_262.jpg,Small desc for product 262,17,Long description for product 262,563.36,426.85,1,1,New,Meta Title Product 262,"keyword262, product",Meta description for product 262
263,4,product-263,Product 263,product_263.jpg,Small desc for product 263,75,Long description for product 263,289.41,578.36,0,0,New,Meta Title Product 263,"keyword263, product",Meta description for product 263
264,2,product-264,Product 264,product_264.jpg,Small desc for product 264,14,Long description for product 264,91.87,879.19,1,0,Popular,Meta Title Product 264,"keyword264, product",Meta description for product 264
265,7,product-265,Product 265,product_265.jpg,Small desc for product 265,85,Long description for product 265,118.07,456.27,1,1,Sale,Meta Title Product 265,"keyword265, product",Meta description for product 265
266,10,product-266,Product 266,product_266.jpg,Small desc for product 266,64,Long description for product 266,512.97,717.0,1,0,Popular,Meta Title Product 266,"keyword266, product",Meta description for product 266
267,3,product-267,Product 267,product_267.jpg,Small desc for product 267,57,Long description for product 267,197.84,881.01,0,0,Popular,Meta Title Product 267,"keyword267, product",Meta description for product 267
268,7,product-268,Product 268,product_268.jpg,Small desc for product 268,72,Long description for product 268,402.99,370.52,1,1,New,Meta Title Product 268,"keyword268, product",Meta description for product 268
269,3,product-269,Product 269,product_269.jpg,Small desc for product 269,91,Long description for product 269,811.08,571.74,0,1,Popular,Meta Title Product 269,"keyword269, product",Meta description for product 269
270,7,product-270,Product 270,product_270.jpg,Small desc for product 270,17,Long description for product 270,243.9,120.17,1,0,New,Meta Title Product 270,"keyword270, product",Meta description for product 270
271,5,product-271,Product 271,product_271.jpg,Small desc for product 271,44,Long description for product 271,979.48,820.14,0,0,Sale,Meta Title Product 271,"keyword271, product",Meta description for product 271
272,9,product-272,Product 272,product_272.jpg,Small desc for product 272,94,Long description for product 272,542.47,107.27,1,0,New,Meta Title Product 272,"keyword272, product",Meta description for product 272
273,7,product-273,Product 273,product_273.jpg,Small desc for product 273,86,Long description for product 273,925.29,138.8,1,1,Sale,Meta Title Product 273,"keyword273, product",Meta description for product 273
274,8,product-274,Product 274,product_274.jpg,Small desc for product 274,39,Long description for product 274,922.46,375.32,0,1,New,Meta Title Product 274,"keyword274, product",Meta description for product 274
275,5,product-275,Product 275,product_275.jpg,Small desc for product 275,86,Long description for product 275,202.47,873.74,1,0,Popular,Meta Title Product 275,"keyword275, product",Meta description for product 275
276,9,product-276,Product 276,product_276.jpg,Small desc for product 276,99,Long description for product 276,451.82,461.44,1,0,Popular,Meta Title Product 276,"keyword276, product",Meta description for product 276
277,10,product-277,Product 277,product_277.jpg,Small desc for product 277,10,Long description for product 277,709.04,767.95,0,1,New,Meta Title Product 277,"keyword277, product",Meta description for product 277
278,3,product-278,Product 278,product_278.jpg,Small desc for product 278,65,Long description for product 278,386.39,216.68,1,0,Sale,Meta Title Product 278,"keyword278, product",Meta description for product 278
279,6,product-279,Product 279,product_279.jpg,Small desc for product 279,21,Long description for product 279,922.14,86.89,1,0,Sale,Meta Title Product 279,"keyword279, product",Meta description for product 279
280,10,product-280,Product 280,product_280.jpg,Small desc for product 280,1,Long description for product 280,118.59,614.4,1,0,Popular,Meta Title Product 280,"keyword280, product",Meta description for product 280
281,2,product-281,Product 281,product_281.jpg,Small desc for product 281,10,Long description for product 281,387.88,772.2,1,0,Popular,Meta Title Product 281,"keyword281, product",Meta description for product 281
282,10,product-282,Product 282,product_282.jpg,Small desc for product 282,7,Long description for product 282,479.17,762.04,0,1,Popular,Meta Title Product 282,"keyword282, product",Meta description for product 282
283,7,product-283,Product 283,product_283.jpg,Small desc for product 283,66,Long description for product 283,969.73,22.28,1,1,Sale,Meta Title Product 283,"keyword283, product",Meta description for product 283
284,7,product-284,Product 284,product_284.jpg,Small desc for product 284,44,Long description for product 284,584.89,423.37,0,0,New,Meta Title Product 284,"keyword284, product",Meta description for product 284
285,2,product-285,Product 285,product_285.jpg,Small desc for product 285,32,Long description for product 285,469.06,685.69,0,0,New,Meta Title Product 285,"keyword285, product",Meta description for product 285
286,10,product-286,Product 286,product_286.jpg,Small desc for product 286,24,Long description for product 286,431.47,339.56,1,1,New,Meta Title Product 286,"keyword286, product",Meta description for product 286
287,2,product-287,Product 287,product_287.jpg,Small desc for product 287,3,Long description for product 287,954.81,454.24,0,1,New,Meta Title Product 287,"keyword287, product",Meta description for product 287
288,4,product-288,Product 288,product_288.jpg,Small desc for product 288,14,Long description for product 288,208.39,123.62,1,0,Sale,Meta Title Product 288,"keyword288, product",Meta description for product 288
289,3,product-289,Product 289,product_289.jpg,Small desc for product 289,47,Long description for product 289,981.41,234.59,0,0,New,Meta Title Product 289,"keyword289, product",Meta description for product 289
290,10,product-290,Product 290,product_290.jpg,Small desc for product 290,37,Long description for product 290,135.56,379.53,1,1,Popular,Meta Title Product 290,"keyword290, product",Meta description for product 290
291,10,product-291,Product 291,product_291.jpg,Small desc for product 291,80,Long description for product 291,858.26,653.63,1,0,New,Meta Title Product 291,"keyword291, product",Meta description for product 291
292,5,product-292,Product 292,product_292.jpg,Small desc for product 292,62,Long description for product 292,141.31,673.54,1,0,Popular,Meta Title Product 292,"keyword292, product",Meta description for product 292
293,6,product-293,Product 293,product_293.jpg,Small desc for product 293,30,Long description for product 293,977.42,857.32,0,1,Sale,Meta Title Product 293,"keyword293, product",Meta description for product 293
294,7,product-294,Product 294,product_294.jpg,Small desc for product 294,9,Long description for product 294,636.32,407.22,0,1,Popular,Meta Title Product 294,"keyword294, product",Meta description for product 294
295,9,product-295,Product 295,product_295.jpg,Small desc for product 295,64,Long description for product 295,848.34,240.22,1,1,Popular,Meta Title Product 295,"keyword295, product",Meta description for product 295
296,9,product-296,Product 296,product_296.jpg,Small desc for product 296,89,Long description for product 296,225.75,62.61,0,0,Popular,Meta Title Product 296,"keyword296, product",Meta description for product 296
297,3,product-297,Product 297,product_297.jpg,Small desc for product 297,44,Long description for product 297,720.59,68.0,1,1,Sale,Meta Title Product 297,"keyword297, product",Meta description for product 297
298,10,product-298,Product 298,product_298.jpg,Small desc for product 298,55,Long description for product 298,59.6,513.79,0,1,Sale,Meta Title Product 298,"keyword298, product",Meta description for product 298
299,5,product-299,Product 299,product_299.jpg,Small desc for product 299,51,Long description for product 299,664.6,154.73,0,1,New,Meta Title Product 299,"keyword299, product",Meta description for product 299
300,6,product-300,Product 300,product_300.jpg,Small desc for product 300,52,Long description for product 300,970.07,219.58,1,0,Sale,Meta Title Product 300,"keyword300, product",Meta description for product 300
301,4,product-301,Product 301,product_301.jpg,Small desc for product 301,91,Long description for product 301,303.96,530.59,1,0,Popular,Meta Title Product 301,"keyword301, product",Meta description for product 301
302,9,product-302,Product 302,product_302.jpg,Small desc for product 302,6,Long description for product 302,482.93,396.35,0,0,Popular,Meta Title Product 302,"keyword302, product",Meta description for product 302
303,3,product-303,Product 303,product_303.jpg,Small desc for product 303,85,Long description for product 303,180.19,381.73,1,1,New,Meta Title Product 303,"keyword303, product",Meta description for product 303
304,4,product-304,Product 304,product_304.jpg,Small desc for product 304,20,Long description for product 304,927.79,175.35,0,0,Sale,Meta Title Product 304,"keyword304, product",Meta description for product 304
305,5,product-305,Product 305,product_305.jpg,Small desc for product 305,46,Long description for product 305,760.59,798.4,0,1,New,Meta Title Product 305,"keyword305, product",Meta description for product 305
306,1,product-306,Product 306,product_306.jpg,Small desc for product 306,66,Long description for product 306,838.45,233.29,1,0,Popular,Meta Title Product 306,"keyword306, product",Meta description for product 306
307,2,product-307,Product 307,product_307.jpg,Small desc for product 307,53,Long description for product 307,702.32,522.92,1,1,New,Meta Title Product 307,"keyword307, product",Meta description for product 307
308,7,product-308,Product 308,product_308.jpg,Small desc for product 308,62,Long description for product 308,54.9,639.4,1,1,Sale,Meta Title Product 308,"keyword308, product",Meta description for product 308
309,5,product-309,Product 309,product_309.jpg,Small desc for product 309,41,Long description for product 309,208.06,815.31,1,1,Sale,Meta Title Product 309,"keyword309, product",Meta description for product 309
310,6,product-310,Product 310,product_310.jpg,Small desc for product 310,26,Long description for product 310,861.57,821.86,0,0,Sale,Meta Title Product 310,"keyword310, product",Meta description for product 310
311,7,product-311,Product 311,product_311.jpg,Small desc for product 311,89,Long description for product 311,738.47,230.13,0,1,Sale,Meta Title Product 311,"keyword311, product",Meta description for product 311
312,1,product-312,Product 312,product_312.jpg,Small desc for product 312,12,Long description for product 312,866.24,84.6,0,1,Sale,Meta Title Product 312,"keyword312, product",Meta description for product 312
313,3,product-313,Product 313,product_313.jpg,Small desc for product 313,38,Long description for product 313,825.15,85.3,1,1,New,Meta Title Product 313,"keyword313, product",Meta description for product 313
314,1,product-314,Product 314,product_314.jpg,Small desc for product 314,96,Long description for product 314,385.1,224.78,1,0,Popular,Meta Title Product 314,"keyword314, product",Meta description for product 314
315,2,product-315,Product 315,product_315.jpg,Small desc for product 315,27,Long description for product 315,421.89,163.5,0,0,New,Meta Title Product 315,"keyword315, product",Meta description for product 315
316,4,product-316,Product 316,product_316.jpg,Small desc for product 316,67,Long description for product 316,912.13,467.19,1,1,Popular,Meta Title Product 316,"keyword316, product",Meta description for product 316
317,8,product-317,Product 317,product_317.jpg,Small desc for product 317,19,Long description for product 317,497.99,415.68,1,0,New,Meta Title Product 317,"keyword317, product",Meta description for product 317
318,7,product-318,Product 318,product_318.jpg,Small desc for product 318,87,Long description for product 318,670.89,42.79,1,0,New,Meta Title Product 318,"keyword318, product",Meta description for product 318
319,5,product-319,Product 319,product_319.jpg,Small desc for product 319,81,Long description for product 319,658.6,659.08,1,1,Sale,Meta Title Product 319,"keyword319, product",Meta description for product 319
320,2,product-320,Product 320,product_320.jpg,Small desc for product 320,36,Long description for product 320,903.85,575.13,0,0,Popular,Meta Title Product 320,"keyword320, product",Meta description for product 320
321,9,product-321,Product 321,product_321.jpg,Small desc for product 321,3,Long description for product 321,140.37,31.26,0,0,Popular,Meta Title Product 321,"keyword321, product",Meta description for product 321
322,3,product-322,Product 322,product_322.jpg,Small desc for product 322,32,Long description for product 322,871.95,589.04,1,0,Popular,Meta Title Product 322,"keyword322, product",Meta description for product 322
323,3,product-323,Product 323,product_323.jpg,Small desc for product 323,49,Long description for product 323,628.64,464.26,0,1,Sale,Meta Title Product 323,"keyword323, product",Meta description for product 323
324,9,product-324,Product 324,product_324.jpg,Small desc for product 324,38,Long description for product 324,923.97,36.85,0,1,Popular,Meta Title Product 324,"keyword324, product",Meta description for product 324
325,7,product-325,Product 325,product_325.jpg,Small desc for product 325,95,Long description for product 325,258.04,804.29,0,0,Popular,Meta Title Product 325,"keyword325, product",Meta description for product 325
326,6,product-326,Product 326,product_326.jpg,Small desc for product 326,86,Long description for product 326,309.41,673.13,1,1,Popular,Meta Title Product 326,"keyword326, product",Meta description for product 326
327,5,product-327,Product 327,product_327.jpg,Small desc for product 327,53,Long description for product 327,249.85,766.54,1,1,Sale,Meta Title Product 327,"keyword327, product",Meta description for product 327
328,7,product-328,Product 328,product_328.jpg,Small desc for product 328,19,Long description for product 328,573.72,132.74,0,1,Sale,Meta Title Product 328,"keyword328, product",Meta description for product 328
329,2,product-329,Product 329,product_329.jpg,Small desc for product 329,28,Long description for product 329,529.73,396.13,1,0,New,Meta Title Product 329,"keyword329, product",Meta description for product 329
330,5,product-330,Product 330,product_330.jpg,Small desc for product 330,40,Long description for product 330,672.04,117.77,1,1,Sale,Meta Title Product 330,"keyword330, product",Meta description for product 330
331,9,product-331,Product 331,product_331.jpg,Small desc for product 331,50,Long description for product 331,682.13,271.5,0,1,New,Meta Title Product 331,"keyword331, product",Meta description for product 331
332,3,product-332,Product 332,product_332.jpg,Small desc for product 332,62,Long description for product 332,425.11,297.23,0,0,Popular,Meta Title Product 332,"keyword332, product",Meta description for product 332
333,9,product-333,Product 333,product_333.jpg,Small desc for product 333,39,Long description for product 333,923.58,733.39,1,1,New,Meta Title Product 333,"keyword333, product",Meta description for product 333
334,3,product-334,Product 334,product_334.jpg,Small desc for product 334,57,Long description for product 334,458.88,788.56,0,0,Popular,Meta Title Product 334,"keyword334, product",Meta description for product 334
335,8,product-335,Product 335,product_335.jpg,Small desc for product 335,25,Long description for product 335,355.56,35.19,1,0,Sale,Meta Title Product 335,"keyword335, product",Meta description for product 335
336,2,product-336,Product 336,product_336.jpg,Small desc for product 336,14,Long description for product 336,754.07,289.14,0,1,New,Meta Title Product 336,"keyword336, product",Meta description for product 336
337,4,product-337,Product 337,product_337.jpg,Small desc for product 337,16,Long description for product 337,999.86,196.2,1,1,New,Meta Title Product 337,"keyword337, product",Meta description for product 337
338,5,product-338,Product 338,product_338.jpg,Small desc for product 338,79,Long description for product 338,769.53,255.82,0,0,Popular,Meta Title Product 338,"keyword338, product",Meta description for product 338
339,6,product-339,Product 339,product_339.jpg,Small desc for product 339,89,Long description for product 339,245.8,176.6,1,0,Popular,Meta Title Product 339,"keyword339, product",Meta description for product 339
340,6,product-340,Product 340,product_340.jpg,Small desc for product 340,93,Long description for product 340,895.07,406.62,1,1,New,Meta Title Product 340,"keyword340, product",Meta description for product 340
341,4,product-341,Product 341,product_341.jpg,Small desc for product 341,43,Long description for product 341,565.06,74.86,1,1,New,Meta Title Product 341,"keyword341, product",Meta description for product 341
342,3,product-342,Product 342,product_342.jpg,Small desc for product 342,27,Long description for product 342,300.58,324.81,1,1,Popular,Meta Title Product 342,"keyword342, product",Meta description for product 342
343,7,product-343,Product 343,product_343.jpg,Small desc for product 343,45,Long description for product 343,293.04,279.15,1,1,Sale,Meta Title Product 343,"keyword343, product",Meta description for product 343
344,8,product-344,Product 344,product_344.jpg,Small desc for product 344,55,Long description for product 344,401.69,451.08,0,1,New,Meta Title Product 344,"keyword344, product",Meta description for product 344
345,8,product-345,Product 345,product_345.jpg,Small desc for product 345,73,Long description for product 345,374.78,721.7,0,0,Sale,Meta Title Product 345,"keyword345, product",Meta description for product 345
346,10,product-346,Product 346,product_346.jpg,Small desc for product 346,48,Long description for product 346,837.04,424.54,1,0,Popular,Meta Title Product 346,"keyword346, product",Meta description for product 346
347,3,product-347,Product 347,product_347.jpg,Small desc for product 347,65,Long description for product 347,338.52,522.27,1,1,Popular,Meta Title Product 347,"keyword347, product",Meta description for product 347
348,3,product-348,Product 348,product_348.jpg,Small desc for product 348,63,Long description for product 348,21.07,427.56,0,0,Sale,Meta Title Product 348,"keyword348, product",Meta description for product 348
349,8,product-349,Product 349,product_349.jpg,Small desc for product 349,56,Long description for product 349,51.65,320.8,0,1,Sale,Meta Title Product 349,"keyword349, product",Meta description for product 349
350,4,product-350,Product 350,product_350.jpg,Small desc for product 350,37,Long description for product 350,967.72,762.46,0,1,Sale,Meta Title Product 350,"keyword350, product",Meta description for product 350
351,8,product-351,Product 351,product_351.jpg,Small desc for product 351,92,Long description for product 351,207.03,619.41,1,1,Popular,Meta Title Product 351,"keyword351, product",Meta description for product 351
352,3,product-352,Product 352,product_352.jpg,Small desc for product 352,37,Long description for product 352,957.45,844.31,0,0,Popular,Meta Title Product 352,"keyword352, product",Meta description for product 352
353,10,product-353,Product 353,product_353.jpg,Small desc for product 353,89,Long description for product 353,639.2,762.24,1,0,Sale,Meta Title Product 353,"keyword353, product",Meta description for product 353
354,7,product-354,Product 354,product_354.jpg,Small desc for product 354,9,Long description for product 354,280.99,694.5,0,1,New,Meta Title Product 354,"keyword354, product",Meta description for product 354
355,8,product-355,Product 355,product_355.jpg,Small desc for product 355,57,Long description for product 355,323.42,58.86,0,1,New,Meta Title Product 355,"keyword355, product",Meta description for product 355
356,9,product-356,Product 356,product_356.jpg,Small desc for product 356,22,Long description for product 356,214.07,672.56,0,0,Popular,Meta Title Product 356,"keyword356, product",Meta description for product 356
357,1,product-357,Product 357,product_357.jpg,Small desc for product 357,65,Long description for product 357,39.28,302.08,1,1,New,Meta Title Product 357,"keyword357, product",Meta description for product 357
358,8,product-358,Product 358,product_358.jpg,Small desc for product 358,70,Long description for product 358,611.96,782.79,1,1,Popular,Meta Title Product 358,"keyword358, product",Meta description for product 358
359,7,product-359,Product 359,product_359.jpg,Small desc for product 359,65,Long description for product 359,35.44,802.66,0,1,Sale,Meta Title Product 359,"keyword359, product",Meta description for product 359
360,4,product-360,Product 360,product_360.jpg,Small desc for product 360,94,Long description for product 360,883.0,604.64,1,0,Sale,Meta Title Product 360,"keyword360, product",Meta description for product 360
361,7,product-361,Product 361,product_361.jpg,Small desc for product 361,49,Long description for product 361,969.65,140.96,0,0,Sale,Meta Title Product 361,"keyword361, product",Meta description for product 361
362,5,product-362,Product 362,product_362.jpg,Small desc for product 362,67,Long description for product 362,391.2,61.14,0,1,Popular,Meta Title Product 362,"keyword362, product",Meta description for product 362
363,2,product-363,Product 363,product_363.jpg,Small desc for product 363,32,Long description for product 363,133.99,352.62,1,1,New,Meta Title Product 363,"keyword363, product",Meta description for product 363
364,2,product-364,Product 364,product_364.jpg,Small desc for product 364,62,Long description for product 364,735.23,768.0,0,0,Popular,Meta Title Product 364,"keyword364, product",Meta description for product 364
365,8,product-365,Product 365,product_365.jpg,Small desc for product 365,62,Long description for product 365,443.89,276.86,1,0,Popular,Meta Title Product 365,"keyword365, product",Meta description for product 365
366,8,product-366,Product 366,product_366.jpg,Small desc for product 366,13,Long description for product 366,269.45,458.65,0,1,Popular,Meta Title Product 366,"keyword366, product",Meta description for product 366
367,7,product-367,Product 367,product_367.jpg,Small desc for product 367,61,Long description for product 367,794.47,558.79,0,1,Sale,Meta Title Product 367,"keyword367, product",Meta description for product 367
368,6,product-368,Product 368,product_368.jpg,Small desc for product 368,38,Long description for product 368,673.16,724.29,0,1,Popular,Meta Title Product 368,"keyword368, product",Meta description for product 368
369,4,product-369,Product 369,product_369.jpg,Small desc for product 369,25,Long description for product 369,391.06,684.58,0,1,Popular,Meta Title Product 369,"keyword369, product",Meta description for product 369
370,4,product-370,Product 370,product_370.jpg,Small desc for product 370,12,Long description for product 370,962.38,387.3,1,1,Popular,Meta Title Product 370,"keyword370, product",Meta description for product 370
371,7,product-371,Product 371,product_371.jpg,Small desc for product 371,83,Long description for product 371,324.35,32.04,1,1,Popular,Meta Title Product 371,"keyword371, product",Meta description for product 371
372,5,product-372,Product 372,product_372.jpg,Small desc for product 372,92,Long description for product 372,733.55,895.26,1,0,Sale,Meta Title Product 372,"keyword372, product",Meta description for product 372
373,7,product-373,Product 373,product_373.jpg,Small desc for product 373,84,Long description for product 373,658.3,57.14,0,1,Popular,Meta Title Product 373,"keyword373, product",Meta description for product 373
374,8,product-374,Product 374,product_374.jpg,Small desc for product 374,86,Long description for product 374,498.11,499.82,1,0,Sale,Meta Title Product 374,"keyword374, product",Meta description for product 374
375,1,product-375,Product 375,product_375.jpg,Small desc for product 375,86,Long description for product 375,67.63,624.16,0,0,New,Meta Title Product 375,"keyword375, product",Meta description for product 375
376,6,product-376,Product 376,product_376.jpg,Small desc for product 376,80,Long description for product 376,924.45,48.23,1,0,Sale,Meta Title Product 376,"keyword376, product",Meta description for product 376
377,2,product-377,Product 377,product_377.jpg,Small desc for product 377,10,Long description for product 377,725.86,424.97,0,1,Sale,Meta Title Product 377,"keyword377, product",Meta description for product 377
378,1,product-378,Product 378,product_378.jpg,Small desc for product 378,63,Long description for product 378,652.55,26.31,0,0,Popular,Meta Title Product 378,"keyword378, product",Meta description for product 378
379,7,product-379,Product 379,product_379.jpg,Small desc for product 379,56,Long description for product 379,897.71,824.76,0,0,Sale,Meta Title Product 379,"keyword379, product",Meta description for product 379
380,4,product-380,Product 380,product_380.jpg,Small desc for product 380,34,Long description for product 380,785.94,727.97,1,0,Popular,Meta Title Product 380,"keyword380, product",Meta description for product 380
381,7,product-381,Product 381,product_381.jpg,Small desc for product 381,5,Long description for product 381,199.16,608.4,0,1,New,Meta Title Product 381,"keyword381, product",Meta description for product 381
382,5,product-382,Product 382,product_382.jpg,Small desc for product 382,63,Long description for product 382,514.41,878.99,1,1,Sale,Meta Title Product 382,"keyword382, product",Meta description for product 382
383,6,product-383,Product 383,product_383.jpg,Small desc for product 383,80,Long description for product 383,797.69,787.02,1,0,Popular,Meta Title Product 383,"keyword383, product",Meta description for product 383
384,10,product-384,Product 384,product_384.jpg,Small desc for product 384,75,Long description for product 384,237.27,620.06,1,0,New,Meta Title Product 384,"keyword384, product",Meta description for product 384
385,10,product-385,Product 385,product_385.jpg,Small desc for product 385,20,Long description for product 385,931.48,507.66,0,1,Popular,Meta Title Product 385,"keyword385, product",Meta description for product 385
386,9,product-386,Product 386,product_386.jpg,Small desc for product 386,3,Long description for product 386,274.73,138.3,1,1,Popular,Meta Title Product 386,"keyword386, product",Meta description for product 386
387,5,product-387,Product 387,product_387.jpg,Small desc for product 387,31,Long description for product 387,83.78,155.71,1,1,Sale,Meta Title Product 387,"keyword387, product",Meta description for product 387
388,4,product-388,Product 388,product_388.jpg,Small desc for product 388,55,Long description for product 388,470.17,221.91,1,1,Popular,Meta Title Product 388,"keyword388, product",Meta description for product 388
389,2,product-389,Product 389,product_389.jpg,Small desc for product 389,47,Long description for product 389,943.02,691.78,0,1,Sale,Meta Title Product 389,"keyword389, product",Meta description for product 389
390,5,product-390,Product 390,product_390.jpg,Small desc for product 390,62,Long description for product 390,921.68,641.16,0,1,Popular,Meta Title Product 390,"keyword390, product",Meta description for product 390
391,7,product-391,Product 391,product_391.jpg,Small desc for product 391,14,Long description for product 391,741.96,651.92,0,1,Popular,Meta Title Product 391,"keyword391, product",Meta description for product 391
392,4,product-392,Product 392,product_392.jpg,Small desc for product 392,21,Long description for product 392,872.74,166.67,0,1,Popular,Meta Title Product 392,"keyword392, product",Meta description for product 392
393,6,product-393,Product 393,product_393.jpg,Small desc for product 393,72,Long description for product 393,157.54,578.41,1,0,Sale,Meta Title Product 393,"keyword393, product",Meta description for product 393
394,7,product-394,Product 394,product_394.jpg,Small desc for product 394,4,Long description for product 394,843.28,470.91,1,1,Sale,Meta Title Product 394,"keyword394, product",Meta description for product 394
395,5,product-395,Product 395,product_395.jpg,Small desc for product 395,40,Long description for product 395,199.46,686.45,1,1,Popular,Meta Title Product 395,"keyword395, product",Meta description for product 395
396,10,product-396,Product 396,product_396.jpg,Small desc for product 396,75,Long description for product 396,270.83,140.27,0,0,New,Meta Title Product 396,"keyword396, product",Meta description for product 396
397,10,product-397,Product 397,product_397.jpg,Small desc for product 397,11,Long description for product 397,118.44,64.88,0,1,Sale,Meta Title Product 397,"keyword397, product",Meta description for product 397
398,5,product-398,Product 398,product_398.jpg,Small desc for product 398,41,Long description for product 398,937.86,701.09,1,1,Popular,Meta Title Product 398,"keyword398, product",Meta description for product 398
399,5,product-399,Product 399,product_399.jpg,Small desc for product 399,67,Long description for product 399,284.14,202.81,1,0,Popular,Meta Title Product 399,"keyword399, product",Meta description for product 399
400,7,product-400,Product 400,product_400.jpg,Small desc for product 400,58,Long description for product 400,105.56,48.9,1,0,Popular,Meta Title Product 400,"keyword400, product",Meta description for product 400
401,7,product-401,Product 401,product_401.jpg,Small desc for product 401,8,Long description for product 401,187.29,634.68,0,0,New,Meta Title Product 401,"keyword401, product",Meta description for product 401
402,7,product-402,Product 402,product_402.jpg,Small desc for product 402,34,Long description for product 402,394.24,257.78,0,0,New,Meta Title Product 402,"keyword402, product",Meta description for product 402
403,2,product-403,Product 403,product_403.jpg,Small desc for product 403,57,Long description for product 403,932.16,217.7,1,1,Sale,Meta Title Product 403,"keyword403, product",Meta description for product 403
404,9,product-404,Product 404,product_404.jpg,Small desc for product 404,32,Long description for product 404,490.09,652.57,0,1,New,Meta Title Product 404,"keyword404, product",Meta description for product 404
405,5,product-405,Product 405,product_405.jpg,Small desc for product 405,61,Long description for product 405,624.93,452.62,1,1,New,Meta Title Product 405,"keyword405, product",Meta description for product 405
406,6,product-406,Product 406,product_406.jpg,Small desc for product 406,13,Long description for product 406,403.82,56.56,1,1,Popular,Meta Title Product 406,"keyword406, product",Meta description for product 406
407,10,product-407,Product 407,product_407.jpg,Small desc for product 407,47,Long description for product 407,136.11,724.28,1,1,Popular,Meta Title Product 407,"keyword407, product",Meta description for product 407
408,6,product-408,Product 408,product_408.jpg,Small desc for product 408,39,Long description for product 408,909.22,649.38,1,1,Popular,Meta Title Product 408,"keyword408, product",Meta description for product 408
409,9,product-409,Product 409,product_409.jpg,Small desc for product 409,10,Long description for product 409,432.57,193.67,1,0,Sale,Meta Title Product 409,"keyword409, product",Meta description for product 409
410,6,product-410,Product 410,product_410.jpg,Small desc for product 410,25,Long description for product 410,700.6,517.21,1,1,New,Meta Title Product 410,"keyword410, product",Meta description for product 410
411,6,product-411,Product 411,product_411.jpg,Small desc for product 411,82,Long description for product 411,503.15,26.34,1,0,Popular,Meta Title Product 411,"keyword411, product",Meta description for product 411
412,9,product-412,Product 412,product_412.jpg,Small desc for product 412,80,Long description for product 412,123.65,404.84,0,1,New,Meta Title Product 412,"keyword412, product",Meta description for product 412
413,7,product-413,Product 413,product_413.jpg,Small desc for product 413,42,Long description for product 413,594.95,553.06,1,0,New,Meta Title Product 413,"keyword413, product",Meta description for product 413
414,5,product-414,Product 414,product_414.jpg,Small desc for product 414,44,Long description for product 414,714.39,412.43,0,1,Popular,Meta Title Product 414,"keyword414, product",Meta description for product 414
415,9,product-415,Product 415,product_415.jpg,Small desc for product 415,59,Long description for product 415,101.28,412.73,0,1,Sale,Meta Title Product 415,"keyword415, product",Meta description for product 415
416,6,product-416,Product 416,product_416.jpg,Small desc for product 416,3,Long description for product 416,171.4,801.01,0,1,Sale,Meta Title Product 416,"keyword416, product",Meta description for product 416
417,2,product-417,Product 417,product_417.jpg,Small desc for product 417,88,Long description for product 417,795.58,102.09,0,0,Sale,Meta Title Product 417,"keyword417, product",Meta description for product 417
418,2,product-418,Product 418,product_418.jpg,Small desc for product 418,54,Long description for product 418,497.85,280.38,0,0,Popular,Meta Title Product 418,"keyword418, product",Meta description for product 418
419,4,product-419,Product 419,product_419.jpg,Small desc for product 419,86,Long description for product 419,50.28,546.61,1,1,New,Meta Title Product 419,"keyword419, product",Meta description for product 419
420,4,product-420,Product 420,product_420.jpg,Small desc for product 420,78,Long description for product 420,322.57,56.03,1,1,Popular,Meta Title Product 420,"keyword420, product",Meta description for product 420
421,8,product-421,Product 421,product_421.jpg,Small desc for product 421,23,Long description for product 421,993.93,505.6,0,0,New,Meta Title Product 421,"keyword421, product",Meta description for product 421
422,3,product-422,Product 422,product_422.jpg,Small desc for product 422,10,Long description for product 422,315.26,159.85,1,1,New,Meta Title Product 422,"keyword422, product",Meta description for product 422
423,4,product-423,Product 423,product_423.jpg,Small desc for product 423,87,Long description for product 423,344.78,796.7,1,1,New,Meta Title Product 423,"keyword423, product",Meta description for product 423
424,6,product-424,Product 424,product_424.jpg,Small desc for product 424,78,Long description for product 424,631.7,689.82,0,0,Sale,Meta Title Product 424,"keyword424, product",Meta description for product 424
425,3,product-425,Product 425,product_425.jpg,Small desc for product 425,6,Long description for product 425,638.13,193.72,1,1,Sale,Meta Title Product 425,"keyword425, product",Meta description for product 425
426,4,product-426,Product 426,product_426.jpg,Small desc for product 426,62,Long description for product 426,320.09,302.34,0,0,Sale,Meta Title Product 426,"keyword426, product",Meta description for product 426
427,7,product-427,Product 427,product_427.jpg,Small desc for product 427,45,Long description for product 427,931.63,627.31,1,1,Sale,Meta Title Product 427,"keyword427, product",Meta description for product 427
